Campo,Tipo,Obligatorio,Único,Valor por Defecto,Descripción,Relación
id,String (cuid),Sí,Sí,auto-generado,Identificador único del software,Clave Primaria
name,String,Sí,No,-,Nombre del software,-
version,String,No,No,-,Versión,-
type,Enum SoftwareType,Sí,No,-,Tipo (LMS | VIDEO_CONFERENCE | PRODUCTIVITY | DESIGN | PROGRAMMING | ACCOUNTING | OTHER),-
license,String,No,No,-,Tipo de licencia,-
licenseKey,String,No,No,-,Clave de licencia,-
expiryDate,DateTime,No,No,-,Fecha de expiración,-
provider,String,No,No,-,Proveedor del software,-
description,String,No,No,-,Descripción,-
isActive,Boolean,Sí,No,true,Indica si está activo,-
maxUsers,Int,No,No,-,Número máximo de usuarios,-
currentUsers,Int,Sí,No,0,Usuarios actuales,-
url,String,No,No,-,URL de acceso,-
createdAt,DateTime,Sí,No,now(),Fecha de creación,-
updatedAt,DateTime,Sí,No,auto,Fecha de última actualización,-

HOJA: TABLA NOTIFICATION (notifications)
Campo,Tipo,Obligatorio,Único,Valor por Defecto,Descripción,Relación
id,String (cuid),Sí,Sí,auto-generado,Identificador único de la notificación,Clave Primaria
title,String,Sí,No,-,Título de la notificación,-
message,String,Sí,No,-,Mensaje de la notificación,-
type,Enum NotificationType,Sí,No,-,Tipo (INFO | SUCCESS | WARNING | ERROR | ALERT),-
priority,Enum NotificationPriority,Sí,No,MEDIUM,Prioridad (LOW | MEDIUM | HIGH | URGENT),-
category,Enum NotificationCategory,Sí,No,-,Categoría (PAYMENT | COURSE | STUDENT | TEACHER | SYSTEM | SECURITY | MAINTENANCE),-
isRead,Boolean,Sí,No,false,Indica si fue leída,-
targetUser,String,No,No,-,ID del usuario destinatario (null = todos),Clave Foránea → User
targetRole,Enum UserRole,No,No,-,Rol destinatario (ADMIN | TEACHER | STAFF),-
actionUrl,String,No,No,-,URL de acción relacionada,-
expiresAt,DateTime,No,No,-,Fecha de expiración,-
createdAt,DateTime,Sí,No,now(),Fecha de creación,-
updatedAt,DateTime,Sí,No,auto,Fecha de última actualización,-
user,User,No,No,-,Usuario destinatario,Muchos a Uno ← User (SetNull)

HOJA: TABLA NOTIFICATIONPREFERENCE (notification_preferences)
Campo,Tipo,Obligatorio,Único,Valor por Defecto,Descripción,Relación
id,String (cuid),Sí,Sí,auto-generado,Identificador único,Clave Primaria
userId,String,Sí,No,-,ID del usuario,Clave Foránea → User
category,Enum NotificationCategory,Sí,No,-,Categoría de notificación,-
enabled,Boolean,Sí,No,true,Indica si está habilitada,-
email,Boolean,Sí,No,true,Notificación por email,-
inApp,Boolean,Sí,No,true,Notificación en la app,-
push,Boolean,Sí,No,false,Notificación push,-
createdAt,DateTime,Sí,No,now(),Fecha de creación,-
updatedAt,DateTime,Sí,No,auto,Fecha de última actualización,-
user,User,Sí,No,-,Usuario asociado,Muchos a Uno ← User (Cascade)
UNIQUE,[userId + category],Sí,Sí,-,Un usuario solo puede tener una preferencia por categoría,-

HOJA: RELACIONES
Tabla Origen,Campo,Tipo Relación,Tabla Destino,Campo Destino,Acción al Eliminar
User,contacts,Uno a Muchos,Contact,userId,SetNull
User,notifications,Uno a Muchos,Notification,targetUser,SetNull
User,notificationPreferences,Uno a Muchos,NotificationPreference,userId,Cascade
Student,enrollments,Uno a Muchos,Enrollment,studentId,Cascade
Student,payments,Uno a Muchos,Payment,studentId,SetNull
Student,contacts,Uno a Muchos,Contact,studentId,SetNull
Teacher,courses,Uno a Muchos,Course,teacherId,SetNull
Teacher,contacts,Uno a Muchos,Contact,teacherId,SetNull
Provider,materials,Uno a Muchos,Material,providerId,SetNull
Provider,contacts,Uno a Muchos,Contact,providerId,SetNull
Course,teacher,Muchos a Uno,Teacher,id,SetNull
Course,enrollments,Uno a Muchos,Enrollment,courseId,Cascade
Course,materials,Uno a Muchos,CourseMaterial,courseId,Cascade
Course,schedules,Uno a Muchos,Schedule,courseId,Cascade
Course,payments,Uno a Muchos,Payment,courseId,SetNull
Enrollment,student,Muchos a Uno,Student,id,Cascade
Enrollment,course,Muchos a Uno,Course,id,Cascade
Payment,student,Muchos a Uno,Student,id,SetNull
Payment,course,Muchos a Uno,Course,id,SetNull
Material,provider,Muchos a Uno,Provider,id,SetNull
Material,courses,Uno a Muchos,CourseMaterial,materialId,Cascade
CourseMaterial,course,Muchos a Uno,Course,id,Cascade
CourseMaterial,material,Muchos a Uno,Material,id,Cascade
Schedule,course,Muchos a Uno,Course,id,Cascade
Contact,student,Muchos a Uno,Student,id,SetNull
Contact,teacher,Muchos a Uno,Teacher,id,SetNull
Contact,provider,Muchos a Uno,Provider,id,SetNull
Contact,user,Muchos a Uno,User,id,SetNull
Notification,user,Muchos a Uno,User,id,SetNull
NotificationPreference,user,Muchos a Uno,User,id,Cascade

HOJA: ENUMERACIONES
Enum,Valores Posibles,Descripción
UserRole,ADMIN | TEACHER | STAFF,Roles de usuario del sistema
StudentStatus,ACTIVE | INACTIVE | SUSPENDED | GRADUATED,Estados de estudiantes
ContractType,FREELANCE | PART_TIME | FULL_TIME | HOURLY,Tipos de contrato de docentes
TeacherStatus,ACTIVE | INACTIVE | ON_LEAVE,Estados de docentes
ProviderCategory,MATERIALS | SOFTWARE | EQUIPMENT | SERVICES | MAINTENANCE | OTHER,Categorías de proveedores
ProviderStatus,ACTIVE | INACTIVE | BLACKLISTED,Estados de proveedores
CourseLevel,BEGINNER | INTERMEDIATE | ADVANCED | EXPERT,Niveles de cursos
EnrollmentStatus,ENROLLED | IN_PROGRESS | COMPLETED | DROPPED | FAILED,Estados de matrículas
PaymentMethod,CASH | BANK_TRANSFER | CREDIT_CARD | DEBIT_CARD | PAYPAL | OTHER,Métodos de pago
PaymentStatus,PENDING | PAID | OVERDUE | CANCELLED | REFUNDED,Estados de pagos
MaterialType,BOOK | SOFTWARE | EQUIPMENT | TOOL | CONSUMABLE | DIGITAL_RESOURCE | OTHER,Tipos de materiales
DayOfWeek,MONDAY | TUESDAY | WEDNESDAY | THURSDAY | FRIDAY | SATURDAY | SUNDAY,Días de la semana
ContactCategory,PERSONAL | WORK | EMERGENCY | ACADEMIC | ADMINISTRATIVE | TECHNICAL | OTHER,Categorías de contactos
SoftwareType,LMS | VIDEO_CONFERENCE | PRODUCTIVITY | DESIGN | PROGRAMMING | ACCOUNTING | OTHER,Tipos de software
NotificationType,INFO | SUCCESS | WARNING | ERROR | ALERT,Tipos de notificaciones
NotificationPriority,LOW | MEDIUM | HIGH | URGENT,Prioridades de notificaciones
NotificationCategory,PAYMENT | COURSE | STUDENT | TEACHER | SYSTEM | SECURITY | MAINTENANCE,Categorías de notificaciones
